,link,title,price,rating,ratingCount,stock,description
27,/Washable-Face-Mask-Adjustable-Loops/dp/B08D6HYYKQ/ref=sr_1_28?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-28,"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers, 100% Cotton Inner Layer - Cloth Reusable Face Protection with Filter Pocket - Made in USA - (Solid Black)",$6.75,4.4 out of 5 stars,"4,314 ratings",In Stock.," ✔️USE IT AS A SPORTS MASK OR WORK MASK- Multiple applications, our lightweight face masks are suitable for cycling, running, shopping, bus, subway. Super comfortable for daily use. NOT MEDICAL GRADE: Our masks are not a medical device or PPE. ✔️3 LAYERS FOR MORE PROTECTION- Extra protection against dust and particles. The inner layer is 100% cotton for comfort and breathability. The middle & outer layers are blended Polyester. Colors don't fade with wash. ✔️FILTER POCKET INCLUDED & NOSE WIRE- Allows the use of a 2.5 PM filter if desired. Filter Inserts are purchased separately. They are not necessary for the mask to achieve its purpose but do add an extra layer. ✔️STANDARD SIZE FOR MEN AND WOMEN WITH ADJUSTABLE EAR LOOPS - Height is 5 to 5.75"", Width folded is 5 to 5.25"". Ear loops peripheral length is 5 to 5.5"". It can be folded for easy carrying. ✔️CHECK OUT ALL OUR UNIQUE DESIGNS- Stand out from the crowd with your favorite mask: Fashion Masks, USA Masks, Solid Colors, or Floral style are available. For best care, hand wash and lay flat to dry."
28,/Reusable-Washable-Adjustable-Printed-Covering/dp/B08PD58DTG/ref=sr_1_29?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-29,Cloth Face Masks Reusable Washable Ajustable Masks Printed Face Covering for Women Men 6 Pack,$22.99,4.7 out of 5 stars,"5,120 ratings",In Stock.," The cloth face masks are designed for extensive wear, which makes them a lot more comfortable for everyday use Washable face mask features a triple layer of material to care of yourself and your family The cute cloth face mask is made with polyester. So you can hand wash and wear the same face mask for many times The 6 pieces face masks is a combination of many colors, including black ;dark gray ;light gray; royal blue; burgundy and army These washable face mask for women the entire area of the mouth and nose for more heed. They come in a standard medium size that fits men and women alike"
29,/WeCare-Disposable-Face-Individually-Wrapped/dp/B08NN8716B/ref=sr_1_30?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-30,"WeCare Disposable Face Mask Individually Wrapped - 50 Pack, Printed Masks - 3 Ply",$19.98,4.8 out of 5 stars,"1,623 ratings",In Stock.," READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, backpack, gym bag, or even stash in your pocket! Perfect for dispensers, offices, schools and reception areas. LIGHT & BREATHABLE: Designed for the utmost in comfort, these individual masks are painless and adjustable. They offer full coverage of the nose and mouth and are comfortable for extended wear, including air travel. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the out leak-proof layer covers the high density filter. Made with non-woven materials, these paper masks are latex free. EFFECTIVE FILTRATION: The glass free filter is effective at filtering many types of particles. Perfect for everyday wear. An adjustable wire runs along the top to serve as an adjustable nose clip. MULTI USE COLORED MASKS: Designed for non medical use, these disposable masks come in all kinds of colors and in both kids and adult sizes. Also available are black, blue, pink, tie dye, navy, red, peach, plaid and other colors!"
30,/Bigox-Face-Disposable-Earloop-50Pcs/dp/B087RRWGJB/ref=sr_1_31?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-31,Bigox Face Mask Disposable Earloop Blue 50Pcs,$9.99,4.5 out of 5 stars,"23,668 ratings",In Stock.," Package: 50 Pcs 3ply disposable face mask packaged in a box 3-ply design, with a melt-blown polypropylene filtration layer. How to use: Remember 1. Keep the blue-side outside 2.Keep the nose clip on the upper side. You won't be wrong. This is a general use disposable face mask."
31,/Bigox-Face-Mask-Black-50Pcs/dp/B08CZZRZG9/ref=sr_1_31?keywords=face+mask&qid=1618282443&s=hpc&sr=1-31,Bigox Face Mask Black 50Pcs,$13.98,4.6 out of 5 stars,"10,152 ratings",In Stock.," Package: 50 Pcs black disposable face mask packaged in a box 3-ply design, with a melt-blown polypropylene filtration layer. How to use: Remember 1. Keep the black-side outside 2.Keep the nose clip on the upper side. You won't be wrong."
32,/dp/B08K3JB3D5/ref=sr_1_31?keywords=face+mask&qid=1618282443&s=hpc&sr=1-31,Bigox Face Mask Purple 50Pcs,$15.88,4.7 out of 5 stars,"1,429 ratings",In Stock.," Package: 50 Pcs purple disposable face mask packaged in a box 3-ply design, with a melt-blown polypropylene filtration layer. How to use: Remember 1. Keep the purple-side outside 2.Keep the nose clip on the upper side. You won't be wrong."
33,/dp/B08GY9ZH9D/ref=sr_1_31?keywords=face+mask&qid=1618282443&s=hpc&sr=1-31,Bigox Face Mask Grey 50Pcs,$15.88,4.7 out of 5 stars,"1,429 ratings",In Stock.," Package: 50 Pcs grey disposable face mask packaged in a box 3-ply design, with a melt-blown polypropylene filtration layer. How to use: Remember 1. Keep the grey-side outside 2.Keep the nose clip on the upper side. You won't be wrong."
34,/dp/B08JQ3YWBF/ref=sr_1_31?keywords=face+mask&qid=1618282443&s=hpc&sr=1-31,Bigox Face Mask Pink 50Pcs,$15.99,4.7 out of 5 stars,"1,429 ratings",In Stock.," Package: 50 Pcs pink disposable face mask packaged in a box 3-ply design, with a melt-blown polypropylene filtration layer. How to use: Remember 1. Keep the pink-side outside 2.Keep the nose clip on the upper side. You won't be wrong."
35,/Jumbl-Disposable-Protective-Breathable-Comfortable/dp/B088RM13B3/ref=sr_1_32?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-32,Jumbl Blue Disposable Face Mask | Protective 3-Ply Breathable Comfortable Nose/Mouth Coverings for Home & Office | Elastic Ear Loop 3-Layer Safety Shield for Adults/ Kids | Pack of 50 Ships from USA,$9.99,4.5 out of 5 stars,"21,484 ratings",In Stock.," THE ULTIMATE MULTIPURPOSE MASK | Disposable Throwaway Face Masks Provide Fast, Effective Protection Against Mold, Allergens & Fumes| Great for Airport Travel, Public Transportation, Social Distancing, Cleaning, Grocery Shopping POWERFUL 3-LAYER PROTECTIVE BARRIER | Stretchy Design Offers Easy Adjustment, Maximum Chin/Mouth/Nose Coverage & Exceptional Comfort | Interior Wire Creates a Strong Seal Around Nose, Helping to Create a Tight Seal & Stop Glasses from Fogging | Non-Woven Fabric is Breathable & Soft on Skin UNIVERSAL ELASTIC-STYLE EAR HOOKS | Soft, Thin, Comfortable Ear Bands Prevent Headaches When Wearing for Long Periods of Time & Allow for Easy Modifications When Fitting to Both Adults & Small Children | Convenient One-Size-Fits-All Styling Safeguards Everyone—Perfect For Families, Office & Warehouse Workers & More REUSABLE, DISPOSABLE & SUSTAINABLE | Eco-Conscious Design Incorporates Durable, Economically Viable Materials for Everyday Use & Convenient Disposal | Block Pollutants, Filter Out Construction Dust & Prevent Harmful Fumes from Entering Nose & Mouth—Without the Green Guilt! STOCK UP & SAVE BY BUYING IN BULK | Large Lot of 50 Individual Safety Masks Lasts the Life of Any Project | Safe, Affordable & Super Versatile for City Streets, Malls, Parks, Cycling, Sports, Stores, Schools & More"
36,/2-Pack-Unisex-Cloth-Washable-Reusable/dp/B0899V668G/ref=sr_1_33?dchild=1&keywords=face+mask&qid=1618282443&s=hpc&sr=1-33,2-Pack Unisex Cloth Washable Reusable Cover-100% Cotton 3Layer men women outdoor,$11.98,4.4 out of 5 stars,"16,680 ratings",In Stock.," 100% Cotton Hook and Loop closure 3D Nose Structured design sits up off the face & lips for added comfort & breathability Enough Face Covering fabric / longlasting ear-loop / 95% cotton, 5% spandex Reusable / Washable / Triple layers / Easy Breathable lining layer / Machine Cold wash Anti fog - Nose Adjustable Bridge 2-Pack included / each gift package"
37,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg2_1?ie=UTF8&adId=A10362062LGBO71ILWJRS&url=%2FDisposable-Face-Masks-Pack-Black%2Fdp%2FB08HZ3WRV5%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282524%26s%3Dhpc%26sr%3D1-26-spons%26psc%3D1%26smid%3DA29QRSW5VAWBBS&qualifier=1618282524&id=8160101302333523&widgetName=sp_atf_next,"Disposable Face Masks, Pack of 50 Black Face Masks",$9.99,4.6 out of 5 stars,"20,597 ratings",In Stock.," Disposable Face Masks: 3-Layers Protection, the inner layer is a soft non-woven fabric, which can absorb the moisture from the breath of the wearer. The middle layer is a melt-blown polypropylene filtration layer for better filter out the particles in the air. The outer layer is a water-resistant layer which can block the splashing liquid in the air. Face Masks: Adjustable nose clip can help to create a tight seal & stop glasses from fogging. Comfortable and soft elastic ear loops can eliminate pressure to the ears for maximum comfort. And it can be used with earloop holders to reduce the pain and pressure of wearing a mask in the ear for a long time. Disposable Masks: Multiple folds design can completely block out the chin, nose and mouth from dust, smoke, debris,automobile exhaust, and pollen. Masks: Suitable for home, office, school, catering services, food processing, environmental cleaning and other public places. Mouth Mask: There are 50 pcs disposable face masks in a box, and these masks is a general use mask."
38,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg2_1?ie=UTF8&adId=A04553191CH8HD8G88Z00&url=%2FDisposable-Face-Masks-Pack-Mask-Black%2Fdp%2FB08GQZYSWK%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282524%26s%3Dhpc%26sr%3D1-27-spons%26psc%3D1&qualifier=1618282524&id=8160101302333523&widgetName=sp_atf_next,"Black Disposable Face Masks, Face Mask of 50 Pack Disposable Mask",$12.99,4.6 out of 5 stars,"74,066 ratings",In Stock., [Disposable Face Masks]: Designed for a softer and smoother feel for Breathability all day long [Face Masks]: Mouth Face Mask 3-ply With Elastic Earloops for Day-to-day protection [Disposable Masks]: The disposable face mask is made from a supportive and powerful 3-layered fabric for 3-Way filter [Mouth Mask]: Easy to use--Keep [Masks]: Universal fitted elastic ear loops for a variety of users for instant protection
39,/SfAVEreak-Face-Disposable-Pollution-Protection/dp/B08725VTGK/ref=sr_1_28?dchild=1&keywords=face+mask&qid=1618282524&s=hpc&sr=1-28,SfAVEreak Face Mask Disposable Blue (Pack of 50),$9.87,4.6 out of 5 stars,"19,594 ratings",In Stock.," 3-ply disposable mouth mask for adults. Perfectly fit nose clip with metal band to shape around your nose. Comfortable elastic ear strape, extra-soft ear strapes eliminate pressure to the ears. Packing: 50Pcs coming in one box. Warm Tips: Some of our box print SFAVEreak instead of SfAVEreak on it, please don't worry, they are the same quality and style face masks."
40,/Bloch-Stretch-Reusable-Black-Adult/dp/B087M41L9Q/ref=sr_1_29?dchild=1&keywords=face+mask&qid=1618282524&s=hpc&sr=1-29,Bloch Soft Stretch Reusable Face Mask (Pack of 3),$15.95,4.4 out of 5 stars,"7,279 ratings",In Stock.," 43% polyester zinc, 52% cotton Imported Adjustable closure Machine Wash, Air Dry PACK of THREE Two layers of high density, odor resistant soft stretch fabric Adjustable stoppers for ear loops"
41,/Black-Disposable-Masks-Filter-Protection/dp/B08SMQWMLM/ref=sr_1_30?dchild=1&keywords=face+mask&qid=1618282524&s=hpc&sr=1-30,"Black Disposable Face Masks, 100 Pcs Black Face Masks 3 Ply Filter Protection",$14.99,4.7 out of 5 stars,"3,808 ratings",In Stock.," Black Disposable Face Masks (100 pcs): Made of Non-woven fabric and Melt-blown fabric. non-irritating, soft and comfortable. 3 layers of protection to prevent against dust and other pollutants. Black Face Mask with elastic earloops is not easy to break and help eliminate pressure on the ears. Face Mask with adjustable nose strip design, 3D design fits your face and nose all angles. Mask: Perfect personal care for daily use, for home and office, school and outdoors. Disposable Face Mask: Best gift for family and friends."
42,/KN95-Face-Mask-Disposable-Efficiency%E2%89%A595/dp/B08NPSB6W2/ref=sr_1_31?dchild=1&keywords=face+mask&qid=1618282524&s=hpc&sr=1-31,"KN95 Face Mask - 25 Pack KN95 Disposable Masks, 5-Ply Protection Cup Dust Mask Efficiency≥95% Against PM2.5 Dust Pollen and Haze-Proof White",$29.74,4.6 out of 5 stars,588 ratings,In Stock.," 👍【Multi-effect Protection 5-Layer Face Mask】High breathable 5-ply protection cup dust masks use standard safety materials. The outermost 1 layer non-woven fabric can filter large particles, middle 2-layer melt-blown fabric can block more then 95% particles, 1 layer hot air cotton can filter pm2.5 and the innermost 1 layer non-woven fabric is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 👍【Hygienic & Comfortable】This KN95 disposable face mask is foldable which is more hygienic and avoid pollution, can be perfectly placed in your backpack, purse and pocket, convenient to carry and use. Furthermore, the protection KN95 mask is lightweight and foldable, equipped with an adjustable nose clip and elastic ear hooks. Not easy to drop, no need to adjust it when you work. This design can help the mask perfectly attach onto your face with four sides tightly. 👍【3D Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness, to fit the human face, to increase the breathing volume when use the face mask. Our Miuphro breathable face mask KN95 can greatly improve the permeability, and to make wearing and exhaling more comfortable. Meanwhile, the 3D design just protect your breath, and and won't destroy your makeup look. 👍【Portable】A lightweight and foldable design makes these face masks easy to fold into your bag, easy to incorporate and save space. You can carry with you to any where you want to go. They are a great choice to take along when you will be among people and want to stay safe. 👍【Widely Applicable】 Our KN95 face mask 25 pack are unisex and all one size. The mask KN95 can be applied in home, office, school, park, playground, indoors, outdoors and more congested and busy public places. Disclaimer: This KN95 mask is NOT an N95 mask and not NIOSH approved. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s"
